"TID","TR"
"TID_SHUTDOWN_BATTLE_DISABLED","Oyun birkaç dakika içinde bakım için kapanacak. Bakım arası bitene kadar yeni savaş başlatılamaz."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Takım kodunu yaz."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Katılma isteklerini kabul etmek veya reddetmek için gereken yetkiye sahip değilsin."
"TID_CLAN_RESPONSE_71","Kıdemli üyeler her atma işleminden sonra bir süre beklemelidir."
"TID_STAT_MAX_DAMAGE","Maksimum Menzilde Hasar"
"TID_STAT_DAMAGE_PER_BOMB","Bomba başına hasar"
"TID_ELDER_KICK_FAIL_COOLDOWN","Yakın zamanda bir kulüp üyesini attın. <time> sonra tekrar dene."
"TID_LUCHADOR_KING_SKIN","EL REY PRIMO"
"TID_PLAYER_DEFEATED_BR","Savaşçı yenildi"
"TID_BALL_1","Arka Bahçe"
"TID_HINT_VOLLEYBALL_PUSH_BALL","<cdaa520>Topa</c> dokun!"
"TID_HINT_VOLLEYBALL_RETURN_BALL","Topu geri göndermek için <cdaa520>topun</c> düşeceği yere git!"
"TID_HINT_VOLLEYBALL_PREVENT_RETURN","Topu yere indirmek ve puan almak için rakiplerini <cdaa520>toptan</c> uzak tut!"
"TID_HINT_HOLD_THE_BALL_TAKE_BALL","<cdaa520>Hediyeyi</c> al!"
"TID_HINT_HOLD_THE_BALL_PROTECT","<cdaa520>Hediye</c> taşıyanı koru!"
"TID_HINT_HOLD_THE_BALL_HOLD_ON","<cdaa520>Hediyeyi</c> kaybetme!"
"TID_HINT_GET_BALL","<cdaa520>Topu</c> al!"
"TID_LASER_BALL_INTRO_TEXT","Kazanmak için iki gol at!"
"TID_AFK_WARNING","Bekleme uyarısı! Devam et!"
"TID_AFK_DISCONNECTED_MSG","Bekleme veya kötü ağ bağlantısı nedeniyle bağlantın kesildi."
"TID_AFK_BANNED_MSG","Savaş sırasında pek çok kez bağlantın kesildi, bunun nedeni kötü ağ bağlantısı olabilir. Savaş sona erdiğinde oyuna tekrar girebileceksin."
"TID_AFK_DISCONNECTED_TITLE","Bekleme Nedeniyle Bağlantı Kesintisi"
"TID_AFK_BANNED_TITLE","Savaşa Yeniden Katılamadın"
"TID_AFK_RELOAD","Yeniden yükle"
"TID_GAME_MODE_7","BÜYÜK OYUN"
"TID_GAME_MODE_7_DESC","Beş oyuncu, büyük savaşçıyı yenmeye çalışır.\n\nBüyük savaşçı olarak, devasa bir güç avantajına ve bolca sağlığa sahip olacaksın. Seni yok etmeye çalışanlara karşı mücadele et ve olabildiğince uzun süre oyunda kalmaya çalış!\n\nBeş avcıdan biri olarak, takımınla beraber çalışmalı ve büyük savaşçıyı süre dolmadan yok etmelisin!"
"TID_BOSS_INTRO_TEXT_ATTACK","BÜYÜK SAVAŞÇIYI yok et!"
"TID_BOSS_INTRO_TEXT_DEFEND","BÜYÜK SAVAŞÇI sensin!"
"TID_BOSS_1","Sakin Kanyon"
"TID_SEASON_END_POPUP_TITLE","KUPA LİGİ BİTTİ"
"TID_SEASON_END_POPUP_REWARD","KUPA LİGİ ÖDÜLÜ"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Önemli Değişiklikler!"
"TID_COIN_META_MIGRATION_OK","EĞİTİMİ OYNA"
"TID_COIN_META_MIGRATION_TXT_1","Brawl Stars'ın yeni bir yükseltme sistemi var. Artık savaşçılar yeterince güç puanı topladığında seviye atlayabiliyor. Oyundaki ilerleme durumun savaşçı seviyelerine dönüştürüldü."
"TID_COIN_META_MIGRATION_TXT_2","İlerlemeni kaybetmemen için kullanmadığın yükseltme jetonları savaş kutuları ve başka öğelerle değiştirildi."
"TID_COIN_META_MIGRATION_TXT_3","Oyun artık yatay olarak ve iki joystick ile oynanıyor."
"TID_COIN_META_MIGRATION_TXT_4","ALTIN ARTIRICI artık yok ve elmasa dönüştürüldü."
"TID_BOLTS_MIGRATION_TITLE","Önemli Değişiklikler!"
"TID_BOLTS_MIGRATION_OK","Tamam"
"TID_BOLTS_MIGRATION_INFO","Yeni savaşçı yükseltme sisteminde iksir kullanılmıyor. İksirlerin ve önceki savaşçı yükseltmelerin <BOLTS> yükseltme jetonuyla değiştirildi. Yükseltme jetonlarını savaşçılarını yükseltmek için kullanabilirsin.\n\nArtık aynı savaşçı birden fazla kez çıkmıyor ve çipler de oyundan kaldırıldı. Çiplerin <GEMS> elmasla değiştirildi. Güle güle harca!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","İKSİRLERİN YÜKSELTME JETONLARIYLA DEĞİŞTİRİLDİ"
"TID_BOLTS_MIGRATION_CHIP_GEM","ÇİPLERİN ELMASLARLA DEĞİŞTİRİLDİ"
"TID_STAT_HEALING_PER_SEC","Saniye Başına İyileştirme"
"TID_STAT_DAMAGE_PER_CARD","Kart başına hasar"
"TID_OVERTIME","Uzatmalar!"
"TID_VALUE","değerli"
"TID_SHOP_ONE_TIME_PURCHASE","Bu TEK seferlik bir tekliftir!"
"TID_HINT_MAKE_GOAL_1","Topu hedeflemek için <ccc0033>kırmızı düğmeyi</c> sürükle!"
"TID_BALL_2","Top Sürme"
"TID_BALL_3","Oyun Alanı"
"TID_STARTER_PACK_1","5. Seviye Paketi"
"TID_STARTER_PACK_2","15. Seviye Paketi"
"TID_STARTER_PACK_3","25. Seviye Paketi"
"TID_IAP_XMAS2018_PACK","Yılbaşı Paketi"
"TID_IAP_XMAS2018_PACK_DESC","Ho, ho, ho!"
"TID_STARTER_PACK_0","Hoş Geldin Paketi"
"TID_STARTER_PACK_0_DESC","Brawl Stars yolculuğuna başlamanı kutluyoruz"
"TID_IAP_LNY2019_PACK","Brawl Stars Yeni Ay Yılı Teklifi"
"TID_IAP_LNY2019_PACK_DESC","Yeni Ay Yılın Kutlu Olsun!"
"TID_IAP_MARCH2019_PACK","Mart Teklifi"
"TID_IAP_MARCH2019_PACK_DESC","Bu tek seferlik bir tekliftir!"
"TID_IAP_REFRESHER_PACK_DESC","Bu tek seferlik bir tekliftir!"
"TID_BLACKHOLE_DEFAULT_SKIN","Varsayılan"
"TID_GOLD_CAP_HIT","Jeton limitine erişildi."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Kutu alanı dolu"
"TID_COOP_1","Pachinko Parkı"
"TID_GAME_MODE_8","ROBOT İŞGALİ"
"TID_GAME_MODE_8_DESC","Kasayı açgözlü robotlardan koru!\n\nRobotlar kasaya dört bir yandan saldıracak ve sayıları sürekli artacak. Süre dolana kadar kasayı savunmak için elinden geleni yap!\n\nRobot işgali, farklı zorluk seviyesinde bölümlerden oluşur. Kasayı başarılı bir şekilde her savunduğunda, bölümlerin zorluk derecesi NORMAL'den ÇILGIN'a doğru yükselir."
"TID_COOP_INTRO_TEXT","Kasayı koru!"
"TID_SELECT_EVENT_POPUP_TITLE","Etkinliği seç"
"TID_BARREL_BOT","DARRYL"
"TID_BARREL_BOT_DESC","Darryl, korsan gemisinin kaptanı olmayı kabul ettiğinde yan gelip yatacağını sanıyordu. Ama şimdi gemisini koruması gerekiyor! Kaptanlığın zor olduğunu nereden bilebilirdi ki?"
"TID_BARREL_BOT_WEAPON","ÇİFT ATIŞ"
"TID_BARREL_BOT_WEAPON_DESC","Darryl çift namlulu av tüfeklerinden kısa menzilde büyük hasar veren ikişer atış yapar."
"TID_BARREL_BOT_ULTI","FIÇIYLA YUVARLANMA"
"TID_BARREL_BOT_ULTI_DESC","Darryl fıçısının içinde ileriye doğru yuvarlanır, düşmanları geri püskürtür, aldığı hasarı düşürür ve duvarlardan seker. Süper saldırısı zamanla tekrar dolar!"
"TID_ARTILLERY_DUDE","PENNY"
"TID_ARTILLERY_DUDE_DESC","Penny eski haritaları incelemekten ve yaşlı denizci bilmecelerinden hoşlanmıyor. Korsan olmasının sebebi ortalığı birbirine katıp ganimet elde etmek!"
"TID_ARTILLERY_DUDE_WEAPON","ALTIN MERMİ"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Bir altın kesesi ateşler. Kese bir düşmana çarparsa patlar ve içindeki altınlar arkadaki düşmanlara saçılır."
"TID_ARTILLERY_DUDE_ULTI","YAŞLI TOPÇU"
"TID_ARTILLERY_DUDE_ULTI_DESC","Penny topunu yerleştirir. Bu uzun menzilli top, engellerin arkasındaki düşmanları vurabilir ve düştüğü yeri ateşe verir."
"TID_ITEM_NAME_SPECIAL","YILDIZ GÜCÜ"
"TID_ITEM_NAME_OVERCHARGE","HİPERŞARJ"
"TID_HERO_INFO_ITEM_LOCKED","Bunu <LEVEL>. seviyeye ulaştıktan sonra bulabilirsin."
"TID_HERO_INFO_LOCKED_INFO","Bu savaşçıyı savaş kutularından bulabilirsin."
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","<SCORE> toplam kupaya ulaştığında açılır."
"TID_SPEC_ABI_FREEZE","FİŞEK ŞOKU"
"TID_SPEC_ABI_BERSERKER","VAHŞİ SAVAŞÇI"
"TID_SPEC_SELF_DESTRUCT","İNTİKAM"
"TID_SPEC_ABI_CACTUS_HEAL","GÜBRELE"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","TIBBİ AMAÇLAR"
"TID_SPEC_ABI_REPAIR_TURRET","TAMİR"
"TID_SPEC_ABI_PET_LIFESTEAL","AYI DESTEĞİ"
"TID_SPEC_ABI_STEAL_SOULS","RUH TOPLAYICI"
"TID_SPEC_ABI_SPOT","KARTAL GÖZÜ"
"TID_SPEC_ABI_AMBUSH","PUSU"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","KARA PORTAL"
"TID_SPEC_ABI_SPEED","YAYLI ÇİZMELER"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","ANNE KUCAĞI"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","SÜPER ZIPIR"
"TID_SPEC_ABI_FIRE_DOT_ULTI","ALEVLİ ATLAYIŞ"
"TID_SPEC_LAST_STAND","KUĞU ŞARKISI"
"TID_SPEC_BURN","DAHA FAZLA ROKET!"
"TID_SPEC_CRIPPLE","EKSTRA ZEHİRLİ"
"TID_SPEC_ABI_BARREL_DEFENSE","ÇELİK ÇEMBERLER"
"TID_SPEC_HEAL_MAIN_ATTACK","DA CAPO!"
"TID_SPEC_ABI_FREEZE_DESC","Shelly'nin süper fişekleri düşmanları <c00cc00><!card.value1.ticksasseconds></c> saniyeliğine yavaşlatır!"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","Crow'un normal ve süper saldırısı sağlığı %<VALUE2> ve altı düşmanlara <c00cc00>%<VALUE1></c> fazla hasar verir."
"TID_SPEC_ABI_BERSERKER_DESC","Bull <c00cc00>%<VALUE1></c> sağlığın altına düştüğünde silahını doldurma hızı iki katına çıkar!"
"TID_SPEC_SELF_DESTRUCT_DESC","Dynamike yok edildiğinde her biri <c00cc00><VALUE1></c> hasar veren altı dinamit fırlatır."
"TID_SPEC_ABI_CACTUS_HEAL_DESC","Süper, verilen hasarın <c00cc00>%<VALUE1></c> kadarı iyileştirir."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","Barley, her saldırısından <c00cc00><VALUE1></c> sağlık puanı kazanır."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","Jessie, elektrikli atışıyla taretini vurarak <c00cc00><VALUE1></c> puan iyileştirir."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","Nita, ayısı bir düşman savaşçıya vurduğunda <c00cc00><VALUE1></c> sağlık puanı kazanır. Nita bir düşman savaşçıya hasar verdiğinde de ayısı <c00cc00><VALUE2></c> sağlık puanı kazanır."
"TID_SPEC_ABI_STEAL_SOULS_DESC","Mortis, yok ettiği savaşçıların ruhunu çalar ve tam sağlığının <c00cc00>%<VALUE1></c> kadarı iyileşir."
"TID_SPEC_SPOT_FROM_AIR_DESC","Piper, süper saldırısını kullandığında çalılarda saklanan düşmanları görür."
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","Poco'nun saldırısı takım arkadaşlarına isabet ettiğinde onlara ek <c00cc00><VALUE1></c> sağlık puanı kazandırır."
"TID_SPEC_ABI_SPOT_DESC","Bo, çalılarda saklanan düşmanları <c00cc00>%<VALUE1></c> daha uzaktan görür."
"TID_SPEC_ABI_AMBUSH_DESC","Piper, çalılara saklandığında saldırısı <c00cc00>+<VALUE1></c> ekstra hasar verir (maksimum menzilde)."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","Tara'nın Süper özelliği bir boyut kapısı açar! Tara'nın gölge kopyası belirir ve düşmanlara saldırır."
"TID_SPEC_ABI_TODO_DESC","Özel yetenek belirtilmemiş"
"TID_SPEC_ABI_SPEED_DESC","Colt'un hareket hızı <c00cc00>%<!card.trait.statuseffect.basespeedincreasepercent></c> artar."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","Dynamike, patlayan dinamitlerin etkisiyle engellerin üzerinden atlar!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","Pam, düşman savaşçıları hurda atışıyla vurduğunda kendisine ve yakınlardaki takım arkadaşlarına <c00cc00><VALUE1></c> sağlık puanı kazandırır."
"TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC","Rico'nun mermileri, hem normal hem de süper saldırılarda ilk kez sektikten sonra <c00cc00>+<VALUE1></c> hasar verir!"
"TID_SPEC_ABI_FIRE_DOT_ULTI_DESC","El Primo'nun süper saldırısına yakalanan düşmanlar 4 saniye boyunca yanar ve toplam <c00cc00><VALUE1></c> hasar alır."
"TID_SPEC_LAST_STAND_DESC","Poco, yok edildiği anda kuğu şarkısını çalar. Etrafındaki dost savaşçılar <c00cc00><VALUE1></c> sağlık puanı kazanır!"
"TID_SPEC_BURN_DESC","Roket Yağmuru <c00cc00>%<VALUE1></c> daha fazla roket atar."
"TID_SPEC_ABI_BARREL_DEFENSE_DESC","Fıçıyla yuvarlanma özelliği kullanıldıktan sonra, Darryl'in aldığı tüm hasar <c00cc00><VALUE1></c> saniyeliğine <c00cc00>%<VALUE2></c> azalır."
"TID_SPEC_CRIPPLE_DESC","Crow'un zehri düşmanların gücünü azaltır ve <c00cc00>%<VALUE1></c> daha az hasar vermelerini sağlar."
"TID_BATTLE_ROYALE_7","Çifte Bela"
"TID_GAME_MODE_9","ÇİFT HESAPLAŞMA"
"TID_GAME_MODE_9_COMBINED","HESAPLAŞMA"
"TID_GAME_MODE_9_DESC","Diğer dört takımı yok edin. Yok edildiğinde, takım arkadaşın hayattaysa belirli bir süre sonra tekrar canlanırsın."
"TID_WAVE_APPROACHING","<number>. dalga"
"TID_TEAMS_LEFT","Kalan takım sayısı: <num>"
"TID_TEAM_MATE_RESPAWNING","Takım arkadaşının gelmesine: <num>"
"TID_BOSS_APPROACHING","<number>. Dalga: <ccc0000>Büyük Robot Geliyor!</c>"
"TID_COOP_2","Çelik Kavşak"
"TID_BOSS_2","Köstebek Kralın Sarayı"
"TID_BEAR_DAMAGE","Ayı Hasarı"
"TID_BEAR_HEALTH","Ayı Sağlığı"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","İkili takımlar"
"TID_SPEC_ABI_PUSHBACK_SELF","DİNAMİT ATLAYIŞI"
"TID_VIEW_PROFILE_BUTTON","Profili Görüntüle"
"TID_REPORT_PLAYER_BUTTON","ŞİKAYET"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","MESAJ ŞİKAYET EDİLSİN Mİ?"
"TID_CHAT_REPORT_CONFIRMATION","<cF3B800><NAME></c> adlı oyuncunun mesajını uygunsuzluk nedeniyle şikayet etmek istediğine emin misin?"
"TID_STARTER_PACK_4","35. Seviye Paketi"
"TID_NEED_HERO","Kostüm satın alınamıyor. Önce savaşçıyı açmalısın."
"TID_EVENT_ENDING","<GAMEMODE> yakında bitiyor!"
"TID_TEAM_DISPLAY_TITLE_CLAN","KULÜP TAKIMLARI"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","ARKADAŞ TAKIMLARI"
"TID_TICKETS_REVEIVED","<AMOUNT> etkinlik bileti alındı!"
"TID_TUTORIAL_12","Elmasları aldık, çıkışa gidelim!"
"TID_NO_TARGET_HINT","Hızlı saldırı için hedef yok!"
"TID_CAN_NOT_AUTOSHOOT","Bu süper özellik ile hızlı saldırı yapılamaz."
"TID_VS","X"
"TID_VS_SHOWDOWN","Her savaşçı kendi başına!"
"TID_HAS_LASER_BALL_HINT","Top sendeyken hızlı saldırı yapamazsın."
"TID_CLAN_RESPONSE_44","Katılamadın: Zaten bir kulüptesin"
"TID_SHOTGUN_GIRL_SHORT_DESC","Seri atışlarla tanklara ve suikastçılara karşı etkili."
"TID_GUNSLINGER_SHORT_DESC","Uzun menzil, sürekli hasar."
"TID_BULL_DUDE_SHORT_DESC","Duvarları yıkıp düşmana yaklaşmak için birebir."
"TID_ROCKET_GIRL_SHORT_DESC","Savaşçıları ve duvarları patlatır!"
"TID_TNT_DUDE_SHORT_DESC","Duvarların arkasından güvenle bombalar."
"TID_LUCHADOR_SHORT_DESC","Aksiyona hazır ama kalabalıklardan uzak durmalı."
"TID_TRICKSHOT_DUDE_SHORT_DESC","Seken mermilerle daha uzak menzile ulaşır."
"TID_CACTUS_SHORT_DESC","Süper saldırısı ve dikenlerle düşmanları hapseder."
"TID_BARKEEP_SHORT_DESC","Ateşli şişeler fırlatarak alanı rakiplere kapat."
"TID_MECHANIC_SHORT_DESC","Haritada kontrol sağlamak için taret yerleştirir."
"TID_SHAMAN_SHORT_DESC","Bruce adlı ayısıyla düşmanı baskı altında tutar."
"TID_UNDERTAKER_SHORT_DESC","Zayıf veya yalnız düşmanları avlar."
"TID_CROW_SHORT_DESC","Düşmanları uzaktan zehirler."
"TID_DEAD_MARIACHI_SHORT_DESC","Anında iyileştirmelerle takımın savaşmaya devam etmesini sağlar."
"TID_BOW_DUDE_SHORT_DESC","Gizli tuzaklarla alanı kontrol et."
"TID_SNIPER_SHORT_DESC","Uzaktan saldırıp süper özelliğiyle kaçar."
"TID_MINIGUN_DUDE_SHORT_DESC","Bulunduğu yeri savunur ve takım üyelerini iyileştirir."
"TID_BLACK_HOLE_SHORT_DESC","Bir arada duran düşmanları cezalandır."
"TID_BARREL_BOT_SHORT_DESC","Yuvarlanarak içeri dal ve hedeflere seri şekilde hasar ver."
"TID_CLAN_INTRO_SUGGESTED_CLANS","SENİN İÇİN ÖNERİLEN KULÜPLER"
"TID_CLAN_INTRO_CREATE_TITLE","KENDİ KULÜBÜNÜ KURMAYA NE DERSİN?"
"TID_CLAN_INTRO_HEADER","KULÜPLER"
"TID_CLAN_INFO_TITLE","KULÜP BİLGİLERİ"
"TID_CLAN_INFO_NO_DESCRIPTION","KULÜP TANIMI YOK"
"TID_EVENT_POPUP_TITLE","HAYDİ SAVAŞALIM!"
"TID_GOLDRUSH_8","Safir Düzlükler"
"TID_USE_AUTOFIRE_TUTORIAL","En yakın düşmana ateş etmek için <ccc0033>kırmızı düğmeye</c> dokun!"
"TID_BRAWL_BOX_INFO_1","Bir büyük kutu açtığında 3 savaş kutusu açmış kadar ödül kazanırsın ama güç puanları daha az savaşçıya dağıtılır.\n\nRastgele üç çekiliş gerçekleşir ve her birinin ödül şansı şöyledir:"
"TID_BRAWL_BOX_INFO_2","Her savaş kutusunda şunlardan biri bulunur: yeni bir savaşçı, güç puanı + altın (birlikte), bir aksesuar veya bir yıldız gücü. Bonus jeton katlayıcı da çıkabilir.\n\nBu ödüllerin çıkma şansı şöyledir:"
"TID_BRAWL_BOX_INFO_3","Bir mega kutu açtığında 10 savaş kutusu açmış kadar ödül kazanırsın ama güç puanları daha az savaşçıya dağıtılır.\n\nRastgele 10 çekiliş gerçekleşir ve her birinin ödül şansı şöyledir:"
"TID_BRAWL_BOX_INFO_CATEGORIES","\n\n<CATEGORY1> : %<NUM1>\nEnder savaşçı : %<NUM2><GAR_HERO_1>\nSüper ender savaşçı : %<NUM3><GAR_HERO_2>\nDestansı savaşçı : %<NUM4><GAR_HERO_3>\nGizemli savaşçı : %<NUM5><GAR_HERO_4>\nEfsanevi savaşçı : %<NUM6><GAR_HERO_5>\nYıldız gücü : %<NUM7><GAR_STAR_POWER>\nAksesuar : %<NUM8><GAR_ACCESSORY>"
"TID_BRAWL_BOX_INFO_FOOTER","\n\nEk olarak her açışta %<TOKEN_DOUBLER> jeton katlayıcı çıkma şansı vardır. Aksesuarların en az 7. seviyeye ulaşmış savaşçılar için, yıldız güçlerinin ise en az 9. seviyeye ulaşmış savaşçılar için çıktığını unutma. <WCPP_BRAWLERS> savaşçı açtıktan sonra güç puanları %<WCPP_CHANCE> şansla herhangi bir savaşçıya verilebilir. Belirli bir türdeki tüm ödülleri açtığında (örneğin tüm ender savaşçıları açtığında) diğer ödüllerin çıkma şansı artar. Şans: Savaş kutusu açma sisteminin adil olması için, efsanevi savaşçıların çıkma ihtimalini belirleyen bir şans sistemi vardır. Yeni savaşçı çıkmadığında şans puanın artar. Yeni bir savaşçı çıktığında, çıkan savaşçının enderlik düzeyine göre şans puanın azalır. Şans puanın yükseldikçe efsanevi savaşçı çıkma ihtimali artar, ama şans en fazla %<MAX_LEGENDARY> olabilir. Düşük şans puanıyla yeni efsanevi savaşçı çıkma ihtimali daha düşüktür. İlk birkaç ödül, oyunun adil başlaması için önceden belirlenmiştir."
"TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS","Güç puanı + altın"
"TID_BRAWL_BOX_INFO_POWER_POINTS_COINS_AND_SCRAP","Güç puanı + altın + parça"
"TID_BRAWL_BOX_INFO_COINS_AND_SCRAP","Altın + parça"
"TID_BRAWL_BOX_INFO_COINS","Altın"
"TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN","(<DRAWS> çekilişte kesin çıkar)"
"TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN","(<DRAWS> çekilişte kesin çıkar)"
"TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN","(<DRAWS> çekilişte kesin çıkar.)"
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","AL"
"TID_PAGE_FRIENDS_TITLE","ARKADAŞLAR"
"TID_PAGE_FRIENDS_TITLE2","Arkadaşlarınla savaş!"
"TID_PAGE_FRIENDS_ADD_FRIENDS","ARKADAŞ EKLE"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","Arkadaşlarınla oynamak için sosyal medya hesaplarına bağlan veya oyunda arkadaş bul!"
"TID_PAGE_FRIENDS_NO_FRIENDS","Arkadaşlarınla oynamak için sosyal medya hesaplarına bağlan veya oyunda arkadaş bul!"
"TID_FRIENDS_TITLE","<COUNT> arkadaş"
"TID_FRIENDS_TAB_1","ARKADAŞLAR"
"TID_FRIENDS_TAB_2","ÖNERİLEN"
"TID_FRIENDS_TAB_3","DAVETLER"
"TID_TOTAL","TOPLAM"
"TID_BRAWL_BOX_INFO_TITLE_2","SAVAŞ KUTUSU BİLGİLERİ"
"TID_BRAWL_BOX_INFO_TITLE_3","MEGA KUTU BİLGİLERİ"
"TID_OFFER_ALSO_INCLUDES","TEKLİFTEKİ EKSTRALAR:"
"TID_OFFER_VALUE_TITLE","DEĞERLİ"
"TID_OFFER_VALUE","+%<VALUE>"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_SHOP_OFFER_AVAILABLE_IN","Gelmesine: <TIME>"
"TID_USE_ULTI_TUTORIAL","Nişan almak için <cff9900>sarı düğmeyi</c> sürükle!"
"TID_HERO_STATS_TITLE","SAVAŞÇI İSTATİSTİKLERİ"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","KALAN:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","KALAN BONUS:"
"TID_GATCHA_SCREEN_YOU_GOT","ALDIKLARIN:"
"TID_GATCHA_SCREEN_BONUSES","BONUS:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","Açıldı!"
"TID_HERO_LIST_ITEM_UPGRADE","YÜKSELT"
"TID_SHOP_CLAMIMED","Alındı"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","Bu öğe zaten alındı"
"TID_ONLINE","ÇEVRİMİÇİ"
"TID_LEADERBOARD","LİDERLİK TABLOSU"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nBiletin kalmadı!"
"TID_HERO_LIST_NEW","YENİ"
"TID_HAMMER_DUDE","FRANK"
"TID_HOLD_PHONE_LIKE_THIS","CİHAZINI BÖYLE TUT"
"TID_HINT_FINGER_TAP_TAP","DOKUN!"
"TID_HINT_FINGER_DRAG","NİŞAN ALMAK İÇİN ÇEK"
"TID_MOVE_HERE","Buraya git"
"TID_HINT_HEADER","İPUCU:"
"TID_HINT_0","En yakın düşmana hızlı saldırı yapmak için <ccc0033>kırmızı düğmeye</c> dokunabilirsin."
"TID_HINT_1","En yakın düşmana süper saldırını yapmak için <cff9900>sarı düğmeye</c> dokunabilirsin."
"TID_HINT_2","Atışlarını hedeflemek için <ccc0033>kırmızı düğmeyi</c> sürükle."
"TID_HINT_3","Süper atışını hedeflemek için <cff9900>sarı düğmeyi</c> sürükle."
"TID_HINT_4","Nişan aldığın bir atışı iptal etmek için düğmeyi ortaya geri getirebilirsin."
"TID_HINT_5","Eşleştirme, seçtiğin savaşçının kupa sayısına göre yapılır. Bu sayede yeni açtığın savaşçılarla kupa kazanmak daha kolaydır."
"TID_HINT_6","Yeni savaşçılar edinmek toplam kupa sayısını artırmayı ve ödül almayı kolaylaştırır."
"TID_HINT_7","Piper'ın atışları ne kadar uzağa giderse o kadar fazla hasar verir."
"TID_HINT_8","Barley'in süper atışı, şişeler yakın yerlere düşeceğinden özellikle kısa mesafede büyük hasar verir."
"TID_HINT_9","Rico'nun mermileri her sektiğinde biraz daha uzağa gider."
"TID_HINT_10","Ateş etmek için ekranın sağ tarafındaki <ccc0033>kırmızı düğmeye</c> dokun."
"TID_HINT_11","Hem normal hem de süper saldırıların iki atış modu vardır. Dokunarak hızlı atış yapabilir veya çekerek nişan alabilirsin."
"TID_HINT_12","Hareket eden hedefleri vurmak için nişan almak işe yarar."
"TID_HINT_13","Hızlı atış, nişan almaya zamanının olmadığı acil atışlarda kullanışlıdır."
"TID_HINT_14","Hızlı atış, sana yakın olan düşmanlara karşı daha etkilidir."
"TID_HINT_15","Çalıda saklandığın sırada sana çok yaklaşan düşmanlar seni görebilir."
"TID_HINT_16","Hızlı atışla en yakın düşmana doğrudan ateş edersin. Düşmanın hareket halinde olması hesaba katılmaz."
"TID_HINT_17","Çalılarda düşman olup olmadığını anlamak için nişan alarak çalılara ateş edebilirsin."
"TID_HINT_18","Hızlı atış, sabit duran düşmanlara karşı etkilidir."
"TID_HINT_19","Hızlı atış, sana doğru gelen veya senden uzaklaşmaya çalışan düşmanlara karşı etkilidir."
"TID_HINT_20","Çalıda saklandığın sırada saldırı yapar veya hasar görürsen düşmanlar seni görür."
"TID_HINT_21","Çalıları, düşmanlardan saklanmak ve iyileşmek için kullanabilirsin."
"TID_HINT_22","Hızlı atışı kullandığında, görünen bir düşman yoksa bile ateş edersin."
"TID_VS_TUTORIAL","Bütün <c50d050>GÜÇ KÜPLERİNİ</c> topla!"
"TID_USE_MANUAL_FIRE_TUTORIAL","Nişan almak için <ccc0033>kırmızı düğmeyi</c> sürükle!"
"TID_TUTORIAL_GOOD_JOB_2","Güzel! <cff6633>Turuncu çizgiler</c> cephanemizi gösterir. Her zaman elimden geldiğince hızlı dolduracağım!"
"TID_TUTORIAL_HINT_AMMO_RELOADING","Mermim bitti ama dolduruyorum!"
"TID_TUTORIAL_GOOD_JOB_3","Düşmanlara hasar verdikçe <cff9900>SÜPER SALDIRIN</c> dolar!"
"TID_TUTORIAL_GOOD_JOB_4","Muhteşem!"
